director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
James Ponsoldt,95,Shailene Woodley,6851969222013, Comedy | Drama | Romance,Miles Teller,The Spectacular Now,Kyle Chandler,0,high school senior|high school|men's clothing store|party|crying man,2500000,2013,7.1
Kar-Wai Wong,130108122,Ziyi Zhang,6594136182013, Action | Biography | Drama,Tony Chiu Wai Leung,The Grandmaster,Jin Zhang,0,challenge|hong kong|china|martial arts master|martial arts,38600000,2013,6.5
J.C. Chandor,106,,6262942212014, Action | Adventure | Drama,Robert Redford,All Is Lost,,0,storm|boat|sea|shipping container|sailor,9000000,2013,6.9
Sofia Coppola,90,Israel Broussard,584104662013, Biography | Crime | Drama,Katie Chang,The Bling Ring,Emma Watson,0,celebrity|troubled teen|felony|celebrity's home|haute couture,8000000,2013,5.6
Pedro Pablo Ibarra,,Jaime Camil,5823487152013, Comedy | Romance,Laura Ramsey,Pulling Strings,Omar Chaparro,0,mexican american,,2013,6.0
John Crowley,96,Rebecca Hall,5733310202013, Crime | Drama | Mystery | Thriller,Eric Bana,Closed Circuit,Jim Broadbent,1,box office flop|female frontal nudity|cover up|terrorist attack|explosion,15000000,2013,6.2
Rohit Shetty,141,Shah Rukh Khan,5306729272013, Action | Comedy | Romance,Deepika Padukone,Chennai Express,Satyaraj,0,temple|train ride|ashes|love|grandfather,,2013,6.0
Hayao Miyazaki,126,Hidetoshi Nishijima,5201879162014, Animation | Biography | Drama | History | Romance | War,Hideaki Anno,Kaze tachinu,Miori Takimoto,0,airplane|engineering|japan|earthquake|tuberculosis,30000000,2014,7.8
Joon-ho Bong,126,Jamie Bell,4563029172014, Action | Drama | Sci-Fi | Thriller,Chris Evans,Snowpiercer,Tilda Swinton,0,train|closed ecological system|population control|revolt|perpetual winter,39200000,2014,7.0
Jonathan Teplitzky,116,Nicole Kidman,4435083112014, Biography | Drama | Romance | War,Colin Firth,The Railway Man,Stellan Skarsgård,2,physical torture|japanese soldier|pow camp|reference to adolf hitler|prisoner of war,18000000,2014,7.1
Ritesh Batra,104,Nimrat Kaur,4231500122014, Drama | Romance,Irrfan Khan,The Lunchbox,Nawazuddin Siddiqui,0,lunchbox|unconventional romance|open ended|delivery to wrong address|delivery,1000000,2013,7.8
Ayan Mukherjee,160,Deepika Padukone,3827466192013, Comedy | Drama | Musical | Romance,Ranbir Kapoor,Yeh Jawaani Hai Deewani,Aditya Roy Kapoor,0,love|jumping into sea|wet clothes|swimming pool|jealousy,,2013,6.9
Pawel Pawlikowski,82,Agata Trzebuchowska,382645512015, Drama,Agata Kulesza,Ida,Dawid Ogrodnik,0,poland|nun|jew|jewish|convent,,2013,7.4
John Turturro,90,Woody Allen,3763973112014, Comedy,John Turturro,Fading Gigolo,Sharon Stone,0,money|jewish|neighborhood|threesome|dermatologist,,2014,6.2
Michael Dowse,98,Zoe Kazan,3452117122014, Comedy | Romance,Daniel Radcliffe,What If,Megan Park,0,friendship|love|friend|animator|box office flop,11000000,2014,6.8
Maggie Carey,104,Johnny Simmons,344733992013, Comedy | Romance,Aubrey Plaza,The To Do List,Bill Hader,0,male objectification|high school|feces in a swimming pool|lifeguard|female vomiting,1500000,2013,5.8
Nimród Antal,93,James Hetfield,3419967252013, Music,Dane DeHaan,Metallica Through the Never,Lars Ulrich,0,standing on the roof of a car|headbanger|roadie|metallica|song in title,,2013,7.2
Don McKellar,113,Brendan Gleeson,340896652014, Comedy,Taylor Kitsch,The Grand Seduction,Liane Balaban,0,doctor|newfoundland|harbor|latex gloves|boat,12700000,2014,7.0
Bill Condon,128,Daniel Brühl,3254172292013, Biography | Drama | History | Thriller,Benedict Cumberbatch,The Fifth Estate,Carice van Houten,1,internet|wikileaks|computer hacker|whistleblowing|news leak,28000000,2013,6.2
Lake Bell,,Fred Melamed,2962542292013, Comedy,Lake Bell,In a World...,Michaela Watkins,0,female empowerment|voice over|voice artist|father daughter rivalry|sister sister relationship,,2013,6.7
David Boyd,113,Dorian Brown Pham,285995572013, Drama | Sport,Scott Elrod,Home Run,Charles Henry Wyson,0,alcoholic|baseball|reference to god|car accident|addiction,1200000,2013,6.0
Paolo Sorrentino,141172,Carlo Verdone,2835886112014, Drama,Toni Servillo,La grande bellezza,Sabrina Ferilli,0,male nudity|genitalia|party|flashback|female nudity,9200000,2014,7.7
Sanjay Leela Bhansali,150,Ranveer Singh,2633885292013, Drama | Musical | Romance,Deepika Padukone,Goliyon Ki Rasleela Ram-Leela,Supriya Pathak,0,massacre|deception|rain|small town|gunfire,,2013,6.3
Jonathan Glazer,108,Jeremy McWilliams,260503912014, Drama | Horror | Sci-Fi | Thriller,Scarlett Johansson,Under the Skin,Lynsey Taylor Mackay,0,female nudity|alien|desire|male frontal nudity|female frontal nudity,13300000,2014,6.3
Brad J. Silverman,102,Kelly Thiebaud,2507106292013, Drama | Music,AJ Michalka,Grace Unplugged,James Denton,0,worship|love|christianity|reference to taylor swift|reference to justin bieber,,2013,6.1
Steve Race,118,Stephen Baldwin,2380405222013, Drama | Romance,Michael Madsen,I'm in Love with a Church Girl,Zahn McClarnon,1,church|money|faith|dea|interrogation,5000000,2013,4.5
Danny Boyle,101,Rosario Dawson,2319187312013, Crime | Drama | Mystery | Thriller,James McAvoy,Trance,Vincent Cassel,0,lost painting|female frontal nudity|hypnotherapist|criminal|heist,20000000,2013,7.0
Zal Batmanglij,116,Alexander Skarsgård,226829622013, Adventure | Crime | Drama | Thriller,Brit Marling,The East,Ellen Page,3,corporation|anarchist|greedy institution|watching television|vomiting,6500000,2013,6.8
Roger Michell,93,Jim Broadbent,2223380272014, Comedy | Drama | Romance,Lindsay Duncan,Le Week-End,Jeff Goldblum,0,marriage|hyphen in title|telling someone to shut up|sacre coeur paris|reference to l'obelisque paris,10000000,2013,6.3
John Stephenson,100,Samantha Barks,2209479202013, Drama | Family,Hans Matheson,The Christmas Candle,Lesley Manville,0,candle|village|christmas|miracle|angel,,2013,5.8
Abdellatif Kechiche,180,Adèle Exarchopoulos,219967572014, Drama | Romance,Léa Seydoux,Blue Is the Warmest Color,Salim Kechiouche,0,lesbian sex|lesbian|cunnilingus|male frontal nudity|nudity,4000000,2013,7.8
Rakesh Roshan,152,Amitabh Bachchan,2191343292013, Action | Romance | Sci-Fi,Priyanka Chopra,Krrish 3,Hrithik Roshan,0,mutant|scientist|handicapped|superhero|love,1150000000,2013,5.4
Adam McKay,119143,Christina Applegate,2175312142014, Comedy,Will Ferrell,Anchorman 2: The Legend Continues,Paul Rudd,0,interracial relationship|interracial kiss|interracial sex|father son relationship|fame,50000000,2013,6.3
Fred Schepisi,111,Juliette Binoche,2166206152014, Comedy | Drama | Romance,Clive Owen,Words and Pictures,Bruce Davison,0,teacher|competition|middle age romance|teacher student relationship|three word title,,2014,6.6
Jerusha Hess,97,JJ Feild,2151202202013, Comedy | Romance,Keri Russell,Austenland,Jennifer Coolidge,0,obsession|kiss|costume|love triangle|rivalry,4900000,2013,6.3
Garrett Batty,107,Maclain Nelson,2137705282014, Action | Drama | Thriller,Corbin Allred,The Saratov Approach,Nikita Bogolyubov,0,missionary|ransom|lds film|mormon missionary|mormon elder,,2013,5.6
,88,,2134206152013, Animation,,The Oscar Nominated Short Films 2013: Animation,,0,awards|academy|compilation|oscars,700000,2013,7.6
Sebastián Lelio,110,Sergio Hernández,210655692014, Comedy | Drama,Paulina García,Gloria,Diego Fontecilla,0,male frontal nudity|female nudity|female frontal nudity|nudity|penis,,2013,6.7
James Gray,120,Joaquin Phoenix,1984743272014, Drama | Romance,Marion Cotillard,The Immigrant,Jeremy Renner,3,prostitution|immigration|immigrant|magician|money,16000000,2014,6.6
Masahiro Hosoda,85105,Hiromi Tsuru,193780462014, Animation | Action | Comedy | Fantasy | Sci-Fi,Masako Nozawa,Dragon Ball Z: Doragon bôru Z - Kami to Kami,Ryô Horikawa,0,martial arts|based on manga|dragonball|dragon ball z|power up,,2014,7.3
Jim Jarmusch,123,Tom Hiddleston,1879534122014, Comedy | Drama | Horror | Romance,Tilda Swinton,Only Lovers Left Alive,Mia Wasikowska,0,blood|vampire|reference to william shakespeare|gig|musician,7000000,2013,7.3
Chan-wook Park,99,Nicole Kidman,170227732013, Drama | Thriller,Mia Wasikowska,Stoker,Matthew Goode,0,psychopath|sociopath|death|vomiting|hitchcockian,12000000,2013,6.8
Rakeysh Omprakash Mehra,186,Sonam Kapoor,162628992013, Action | Biography | Drama | History | Sport,Farhan Akhtar,Bhaag Milkha Bhaag,Pavan Malhotra,1,sikh|athlete|runner|running|patriotism,,2013,8.3
Abbas Alibhai Burmawalla,,Anil Kapoor,1578996222013, Action | Crime | Thriller,Saif Ali Khan,Race 2,John Abraham,1,casino|death by falling|female thief|train|stepbrother stepsister relationship,,2013,5.2
Pedro Almodóvar,90,Pepa Charro,136784612013, Comedy,Javier Cámara,I'm So Excited!,Cecilia Roth,0,pilot|spain|plane|emergency landing|death,5000000,2013,5.6
Steven Knight,85,Olivia Colman,136142312014, Drama,Tom Hardy,Locke,Ruth Wilson,2,driving|driving while on a cell phone|birmingham england|break up over the phone|cheating husband,,2014,7.1
Ron Krauss,,Rosario Dawson,1359563212014, Drama,Vanessa Hudgens,Gimme Shelter,Brendan Fraser,0,giving birth|latex gloves|solidarity|compassion|imperative in title,4200000,2014,6.5
Asghar Farhadi,130,Tahar Rahim,1330596112014, Drama | Mystery,Bérénice Bejo,Le passé,Ali Mosaffa,2,iranian|divorce|marriage|french|coma,11000000,2013,7.9
Michael Landon Jr.,105,Peter Fonda,132605942013, Drama | Romance,Logan Bartholomew,The Ultimate Life,Ali Hillis,0,rags to riches|billionaire|haiti|flashback|red haired man,3100000,2013,6.0
Jordan Vogt-Roberts,95,Gabriel Basso,1290312192013, Adventure | Comedy | Drama,Nick Robinson,The Kings of Summer,Moises Arias,0,killing a rabbit|love triangle|teenage protagonist|father son relationship|best friend,,2013,7.2
Ralph Fiennes,111,Felicity Jones,123334792014, Biography | Drama | History | Romance,Ralph Fiennes,The Invisible Woman,Kristin Scott Thomas,0,charles dickens|older man younger woman relationship|based on true story|secret|actress,,2014,6.1
Philippe Caland,90,Forest Whitaker,1179327212014, Drama | Horror | Thriller,Anthony Mackie,Repentance,Sanaa Lathan,0,murder|psycho|low budget film|madman|split personality,5000000,2014,4.8
Carlo Carlei,118,Douglas Booth,1161089292013, Drama | Romance,Hailee Steinfeld,Romeo & Juliet,Damian Lewis,0,box office flop|star crossed lovers|forbidden love|costume drama|shakespeare's romeo and juliet,,2013,5.8
Abhishek Kapoor,,Sushant Singh Rajput,1122527262013, Drama | Sport,Amit Sadh,Kai po che!,Rajkummar Rao,0,business|cricket the game|politics|friendship|violence,,2013,7.7
John Krokidas,104,Dane DeHaan,1029949212014, Biography | Drama | History | Romance | Thriller,Daniel Radcliffe,Kill Your Darlings,Michael C. Hall,0,allen ginsberg|beat generation|columbia university|poet|murder,,2013,6.5
Paul Haggis,137,Mila Kunis,1019038192014, Drama | Romance,Liam Neeson,Third Person,Adrien Brody,1,love|unfaithful husband|female nudity|female frontal nudity|death of a child,28000000,2014,6.4
Fedor Bondarchuk,131,Yanina Studilina,101394542014, Action | Drama | War,Mariya Smolnikova,Stalingrad,Pyotr Fyodorov,0,stalingrad|heroism|world war two|military|person on fire,30000000,2013,5.6
Destin Cretton,96,Frantz Turner,101041472014, Drama,Brie Larson,Short Term 12,John Gallagher Jr.,0,teenager|sex|suicide attempt|based on short film|incest,,2013,8.0
Denis Villeneuve,91,Mélanie Laurent,100708892014, Mystery | Thriller,Jake Gyllenhaal,Enemy,Sarah Gadon,0,female frontal nudity|doppelganger|double|lynchian|ambiguous ending,,2014,6.9
Felix Herngren,114,Iwar Wiklander,937103282015, Adventure | Comedy,Robert Gustafsson,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,David Wiberg,0,black comedy|escape|nonlinear timeline|multiple storyline|100 year old,63000000,2015,7.1
Aanand Rai,140,Sonam Kapoor,87505152013, Drama | Romance,Dhanush,Raanjhanaa,Mohammed Zeeshan Ayyub,0,love|childhood sweetheart|railway station|face slap|muslim,350000000,2013,7.6
Lars von Trier,117145,Stellan Skarsgård,785669132014, Drama,Charlotte Gainsbourg,Nymphomaniac: Vol. I,Stacy Martin,0,unsimulated sex|anal sex|sex scene|cunnilingus|loss of virginity,,2014,7.0
Nicolas Winding Refn,90,Kristin Scott Thomas,778565302013, Crime | Drama,Ryan Gosling,Only God Forgives,Vithaya Pansringarm,1,punishment|drug dealer|brutal cop|thai boxing|vengeance,4800000,2013,5.7
Gia Coppola,100,James Franco,750100272014, Drama,Emma Roberts,Palo Alto,Jack Kilmer,0,soccer coach|high school|girls' soccer|teenager|high school student,,2014,6.3
Prakash Jha,152,Amitabh Bachchan,738525272013, Drama,Ajay Devgn,Satyagraha,Kareena Kapoor,5,politics,,2013,6.0
Isao Takahata,137,James Caan,69592962015, Animation | Drama | Fantasy,Chloë Grace Moretz,The Tale of the Princess Kaguya,Mary Steenburgen,0,bamboo|princess|emperor of japan|emperor|bamboo cutter,5000000000,2013,8.1
Ray Bengston,103,Natalie Racoosin,668172132014, History,Kelly Greyson,Alone Yet Not Alone,Jenn Gotzon,1,sister|captive|warrior|escape|faith,11000000,2013,4.1
Peter Landesman,93,Tom Welling,65235512013, Drama | History | Mystery | Thriller,Zac Efron,Parkland,Billy Bob Thornton,0,secret service|hospital|nurse|doctor|u.s. president,10000000,2013,6.3
Bill Muir,97,John Marengo,549632102013, Adventure | Family | Fantasy,William Brent,The Lost Medallion: The Adventures of Billy Stone,Sammi Hanratty,0,medallion|island|cobra|cave|waterfall,,2013,4.8
Richard Shepard,93,Richard E. Grant,51813492014, Comedy | Crime | Drama,Jude Law,Dom Hemingway,Demián Bichir,0,sex scene|male nudity|nudity|male frontal nudity|male rear nudity,,2013,6.2
John Curran,112,Adam Driver,508806212014, Adventure | Biography | Drama,Mia Wasikowska,Tracks,Lily Pearl,0,australia|desert|camel|australian outback|independent woman,,2014,7.2
Abhinav Kashyap,143,Pallavi Sharda,50400042013, Comedy | Romance,Ranbir Kapoor,Besharam,Rishi Kapoor,0,box office flop|police inspector|gangster|stolen car,,2013,3.6
Todd Robinson,,Julian Adams,489984112015, Action | Drama | History | Thriller | War,Ed Harris,Phantom,David Duchovny,1,submarine|soviet|seizure|nuclear missile|cold war,18000000,2013,5.8
George Tillman Jr.,108,Ethan Dizon,487348252013, Drama,Skylan Brooks,The Inevitable Defeat of Mister & Pete,Jordin Sparks,1,new york city,,2013,7.5
Jae-rim Han,142,Jung-jae Lee,484112182013, Drama | History,Kang-ho Song,Gwansang,Yun-shik Baek,6,,,2013,6.8
Charlie Stratton,107,Tom Felton,420266282014, Crime | Drama | Thriller,Elizabeth Olsen,In Secret,Jessica Lange,1,foreign language adaptation|female masturbation|incest|erotic thriller|erotica,,2014,6.1
Shane Carruth,96,Frank Mosley,415067172013, Drama | Sci-Fi,Amy Seimetz,Upstream Color,Shane Carruth,0,thief|worm|pigsty|lynchian|reference to jekyll and hyde,50000,2013,6.8
Lucía Puenzo,93,Diego Peretti,414912132014, Drama | History | Thriller,Alex Brendemühl,The German Doctor,Guillermo Pfening,0,mengele|german|doctor|nazi|german doctor,2000000,2014,6.8
Rajkumar Santoshi,146,Ileana D'Cruz,390207272013, Action | Comedy,Shahid Kapoor,Phata Poster Nikhla Hero,Padmini Kolhapure,0,,,2013,4.9
David Lowery,96,Casey Affleck,387606272013, Crime | Drama | Romance,Rooney Mara,Ain't Them Bodies Saints,Ben Foster,0,taking the blame for someone else|storytelling|directorial debut|fugitive|outlaw couple,,2013,6.4
Xiaogang Feng,118,Wang Bao-Qiang,375786242014, Comedy | Drama,Baihe Bai,Si ren ding zhi,Nathaniel Boyd,1,,,2013,5.2
Vikramaditya Motwane,136,Sonakshi Sinha,37544252013, Drama | Romance,Ranveer Singh,Lootera,Barun Chanda,1,redemption|heartbreak|leaf|village|archaeologist,,2013,7.4
David Gordon Green,117,Tye Sheridan,371897162014, Drama,Nicolas Cage,Joe,Gary Poulter,0,alcoholic|cigarette smoking|woods|father son relationship|teenage boy,4000000,2014,6.9
Sanjay Gupta,155,Kangana Ranaut,369310242013, Action | Crime | Drama,John Abraham,Shootout at Wadala,Anil Kapoor,0,bombay|based on true events|gangster|based on true story|based on book,260000000,2013,5.8
Indra Kumar,137,Vivek Oberoi,362560202013, Comedy | Drama | Romance,Riteish Deshmukh,Grand Masti,Aftab Shivdasani,0,,,2013,4.3
Mark Schmidt,124,Ben Kingsley,357000252014, Action | Drama | History | Romance | War,Jonas Armstrong,Walking with the Enemy,Hannah Tointon,1,nazi|germany|disguise|love|russia,,2014,5.5
Rob Epstein,93,James Franco,354784302013, Biography | Drama,Amanda Seyfried,Lovelace,Peter Sarsgaard,1,rape|deep throat|porn industry|clitoris|sex toy,10000000,2013,6.2
Joe Swanberg,90,Jake Johnson,342936152013, Comedy | Drama | Romance,Olivia Wilde,Drinking Buddies,Anna Kendrick,0,brewery|co worker|u haul truck|woman wearing a string bikini|male female friendship,,2013,6.1
Roman Polanski,96,Mathieu Amalric,34218382014, Drama,Emmanuelle Seigner,La Vénus à la fourrure,,0,psychological manipulation|von sacher masoch|submissive man|cross dressing|femdom,,2013,7.2
Cédric Klapisch,117,Audrey Tautou,335430112014, Comedy | Drama | Romance,Romain Duris,Casse-tête chinois,Cécile De France,0,sham marriage|chinatown|frenchman abroad|marital separation|first person narration,,2014,7.0
Oliver Hirschbiegel,113,Naveen Andrews,331634222013, Biography | Drama | Romance,Naomi Watts,Diana,Cas Anvar,0,pakistani|princess|surgeon|princess diana|heart surgeon,15000000,2013,5.5
Lars von Trier,123180,Stellan Skarsgård,326983132014, Drama,Charlotte Gainsbourg,Nymphomaniac: Vol. II,Willem Dafoe,0,explicit sex|female nudity|buttocks whipped|deviant sex|older woman younger woman relationship,,2014,6.7
Punit Malhotra,150,Kareena Kapoor,325885292013, Comedy | Romance,Imran Khan,Gori Tere Pyaar Mein,Nizhalgal Ravi,0,,,2013,5.0
Alain Guiraudie,100,Christophe Paou,32489122014, Drama | Romance | Thriller,Pierre Deladonchamps,L'inconnu du lac,Patrick d'Assumçao,0,male full frontal nudity|ejaculation|explicit sex|unprotected sex|gay sex,,2013,6.9
John Ridley,118,Hayley Atwell,323032102014, Biography | Drama | Music,André Benjamin,Jimi: All Is by My Side,Imogen Poots,0,musician|rock star|drug use|infidelity|guitar player,,2014,5.6
